Date de la liquidation,Liquidateur (Wrapper),Utilisateur liquidé,Collatéral liquidé,Quantité liquidée,Dette remboursée,Token de dette
2025-10-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,13.20,12.00,Wrapped XDAI
2025-10-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,17.60,16.00,Wrapped XDAI
2025-10-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,351.95,320.00,USD//C on xDai
2025-10-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,12.10,11.00,Wrapped XDAI
2025-10-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,8.68,7.89,Wrapped XDAI
2025-10-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,"13,758.51","12,510.71",Wrapped XDAI
2025-10-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,"1,150.54","1,046.10",USD//C on xDai
2025-10-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xeb96f53778b8d14ddc1a2319a9cfcd95ad737cfd,RealToken Wrapped USD 01,14.04,12.77,USD//C on xDai
2025-10-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1b6ddd1011dd8f9b85fedad533cd1da3826943f3,RealToken Wrapped USD 01,19.57,17.79,USD//C on xDai
2025-10-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x74dc40654921a7824f25e9bdf74425ded4128f81,RealToken Wrapped USD 01,8.36,7.60,USD//C on xDai
2025-11-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,72.34,65.78,USD//C on xDai
2025-11-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe3da958c3ee061d77676332bafe82123fe2cc3f1,RealToken Wrapped USD 01,4.23,3.85,USD//C on xDai
2025-11-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x64010f363b85d9c8ec183ff646809c03d805a8ad,RealToken Wrapped USD 01,50.21,45.66,Wrapped XDAI
2025-11-01,0xc6a82e72156a11a2e1634633af5e4517b451f0d9,0x6a1f5f8a01d18dbd86edcb8c1bc758403399d146,USD//C on xDai,0.02,0.02,Wrapped XDAI
2025-11-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x57180b888a36d753e9990d38bc1040c18f740e0b,RealToken Wrapped USD 01,69.29,63.00,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,0.00,0.00,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,2.07,1.88,Wrapped XDAI
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,0.01,0.01,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,0.01,0.01,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,0.01,0.01,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x8c868fe878bc4557a9af5ee813b5ee57f047e7fd,RealToken Wrapped USD 01,0.06,0.05,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,49.05,44.59,USD//C on xDai
2025-11-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1597d948013fc2821aef1aeb642e5734f1636085,RealToken Wrapped USD 01,3.90,3.54,USD//C on xDai
2025-11-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3b64ded3524f6debe9602535a34922beac3dd2f6,RealToken Wrapped USD 01,1.97,1.79,USD//C on xDai
2025-11-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,352.95,320.92,USD//C on xDai
2025-11-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x78df61544a26331a75302b26045668ac09f81c54,RealToken Wrapped USD 01,0.52,0.47,USD//C on xDai
2025-11-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,28.81,26.19,USD//C on xDai
2025-11-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9566e3e6f55d4378243e55de8e037ee8e6e4de7e,RealToken Wrapped USD 01,659.97,600.00,USD//C on xDai
2025-11-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5d79341fe59b96648255161cf044edd6b6926627,RealToken Wrapped USD 01,376.18,342.00,USD//C on xDai
2025-11-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe4730068f5874d5b0f33c6ecba31f9edb356eef3,RealToken Wrapped USD 01,14.17,12.89,USD//C on xDai
2025-11-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0697d20507fd381ea73221d7c01d66733250b220,RealToken Wrapped USD 01,13.76,12.51,USD//C on xDai
2025-11-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,0.15,0.14,USD//C on xDai
2025-11-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,0.11,0.10,USD//C on xDai
2025-11-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4027b181664768c2b8a9cadafcba589c3103c163,RealToken Wrapped USD 01,4.52,4.11,USD//C on xDai
2025-11-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xeb96f53778b8d14ddc1a2319a9cfcd95ad737cfd,RealToken Wrapped USD 01,8.24,7.50,USD//C on xDai
2025-11-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,44.00,40.00,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x26bf204fd437f7a69889afb702d0bfd62f48d62f,RealToken Wrapped USD 01,0.04,0.04,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xf1d049c3fc9e5a385c61977a262b602948a21282,RealToken Wrapped USD 01,7.63,6.93,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,31.75,28.86,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x8c868fe878bc4557a9af5ee813b5ee57f047e7fd,RealToken Wrapped USD 01,2.86,2.60,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4765027f7d763ac139d71062d815e43a5d764e1c,RealToken Wrapped USD 01,1.02,0.93,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,0.99,0.90,USD//C on xDai
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,201.20,182.94,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,"3,020.27","2,745.82",USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xacaeacb746a737cb82c4bb56f7e438db122b0458,RealToken Wrapped USD 01,11.62,10.56,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,2.20,2.00,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,126.49,115.00,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4765027f7d763ac139d71062d815e43a5d764e1c,RealToken Wrapped USD 01,0.01,0.01,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4765027f7d763ac139d71062d815e43a5d764e1c,RealToken Wrapped USD 01,309.29,281.19,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.11,0.10,Wrapped XDAI
2025-11-08,0x0953b680f76f85a25855364cbf6ff05d4ab21e6e,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,USD//C on xDai,2.93,2.80,USD//C on xDai
2025-11-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,0.03,0.03,USD//C on xDai
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,0.00,0.00,USD//C on xDai
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,0.01,0.01,USD//C on xDai
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,11.00,10.00,USD//C on xDai
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,26.96,24.51,USD//C on xDai
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.00,0.00,Wrapped XDAI
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaf58b6760539df0b97596640e64f34ab599c6335,RealToken Wrapped USD 01,101.26,92.06,USD//C on xDai
2025-11-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x46ab48c66a7ede1126ef780eb4be795abdc3bfb5,RealToken Wrapped USD 01,16.63,15.12,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,0.09,0.08,Wrapped XDAI
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,421.83,383.55,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.99,0.90,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.99,0.90,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.99,0.90,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.99,0.90,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.49,0.44,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.49,0.44,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.49,0.44,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.49,0.44,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.00,0.00,Wrapped XDAI
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,0.50,0.45,USD//C on xDai
2025-11-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,140.78,127.99,Wrapped XDAI
2025-11-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,0.79,0.72,USD//C on xDai
2025-11-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,4.40,4.00,USD//C on xDai
2025-11-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,136.74,124.32,USD//C on xDai
2025-11-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe6119bb362f9ef0bcd714e0f6867a1a9ec15c5ad,RealToken Wrapped USD 01,8.54,7.76,USD//C on xDai
2025-11-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,11.74,10.67,USD//C on xDai
2025-11-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x26bf204fd437f7a69889afb702d0bfd62f48d62f,RealToken Wrapped USD 01,0.01,0.01,USD//C on xDai
2025-11-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,0.08,0.07,USD//C on xDai
2025-11-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,0.10,0.09,USD//C on xDai
2025-11-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x12189d6b2d994b0f72c480514e1496b850fc8d36,RealToken Wrapped USD 01,8.20,7.46,USD//C on xDai
2025-11-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5025ab6d4b86c2d4e4c27220f8fcf58dff846297,RealToken Wrapped USD 01,0.26,0.24,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,"7,480.00","6,803.13",Wrapped XDAI
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x26bf204fd437f7a69889afb702d0bfd62f48d62f,RealToken Wrapped USD 01,2.04,1.86,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9b68690b7546f6a09ae086dd43129c503adf0ddb,RealToken Wrapped USD 01,4.62,4.20,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,373.97,340.00,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.22,0.20,Wrapped XDAI
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x46ab48c66a7ede1126ef780eb4be795abdc3bfb5,RealToken Wrapped USD 01,9.78,8.90,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,109.99,100.00,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,54.99,50.00,Wrapped XDAI
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,55.00,50.00,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,55.00,50.00,USD//C on xDai
2025-11-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,55.00,50.00,USD//C on xDai
2025-11-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,54.99,50.00,USD//C on xDai
2025-11-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x369237ec452ca56a402d4dde5f808ce8612abc87,RealToken Wrapped USD 01,16.42,14.93,USD//C on xDai
2025-11-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,754.00,685.50,USD//C on xDai
2025-11-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x008277d1c495ad548617014330a86bbf61fd8b3e,RealToken Wrapped USD 01,102.49,93.18,USD//C on xDai
2025-11-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,82.87,75.35,Wrapped XDAI
2025-11-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,112.19,102.00,USD//C on xDai
2025-11-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,4.65,4.23,USD//C on xDai
2025-11-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6e2bc0e64e9d9133646b770cd16c2ddb352cc92b,RealToken Wrapped USD 01,165.38,150.36,USD//C on xDai
2025-11-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfa09ac154d243618db454226635e6286b393da65,RealToken Wrapped USD 01,3.85,3.50,USD//C on xDai
2025-11-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x008277d1c495ad548617014330a86bbf61fd8b3e,RealToken Wrapped USD 01,60.38,54.90,USD//C on xDai
2025-11-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,29.42,26.75,USD//C on xDai
2025-11-18,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0697d20507fd381ea73221d7c01d66733250b220,RealToken Wrapped USD 01,9.84,8.95,USD//C on xDai
2025-11-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,"1,045.48",950.63,USD//C on xDai
2025-11-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,1.10,1.00,Wrapped XDAI
2025-11-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,1.10,1.00,Wrapped XDAI
2025-11-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xacaeacb746a737cb82c4bb56f7e438db122b0458,RealToken Wrapped USD 01,8.38,7.62,USD//C on xDai
2025-11-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,"3,791.30","3,447.33",USD//C on xDai
2025-11-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,"2,199.64","2,000.00",Wrapped XDAI
2025-11-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xeb96f53778b8d14ddc1a2319a9cfcd95ad737cfd,RealToken Wrapped USD 01,2.03,1.85,USD//C on xDai
2025-11-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,55.11,50.11,USD//C on xDai
2025-11-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe4730068f5874d5b0f33c6ecba31f9edb356eef3,RealToken Wrapped USD 01,8.33,7.57,USD//C on xDai
2025-11-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,118.33,107.59,USD//C on xDai
2025-11-20,0xdc0604b378adca99a9e2096707ad4830673ce5b8,0xe092201b1b8457d63bc6f837ac42a2e816d6d6b7,USD//C on xDai,0.74,0.71,USD//C on xDai
2025-11-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,5.06,4.60,USD//C on xDai
2025-11-20,0xdc0604b378adca99a9e2096707ad4830673ce5b8,0xe092201b1b8457d63bc6f837ac42a2e816d6d6b7,USD//C on xDai,0.12,0.11,USD//C on xDai
2025-11-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x12189d6b2d994b0f72c480514e1496b850fc8d36,RealToken Wrapped USD 01,4.86,4.42,USD//C on xDai
2025-11-21,0xdc0604b378adca99a9e2096707ad4830673ce5b8,0xe092201b1b8457d63bc6f837ac42a2e816d6d6b7,USD//C on xDai,0.02,0.02,USD//C on xDai
2025-11-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,55.91,50.83,USD//C on xDai
2025-11-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,10.13,9.21,USD//C on xDai
2025-11-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,17.34,15.77,USD//C on xDai
2025-11-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xdce89ec250f99297c29805062af2b725278700c1,RealToken Wrapped USD 01,255.75,232.53,USD//C on xDai
2025-11-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x74dc40654921a7824f25e9bdf74425ded4128f81,RealToken Wrapped USD 01,4.91,4.47,USD//C on xDai
2025-11-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe47263b1e75f798a7d1b46f41ada6f4379647e46,RealToken Wrapped USD 01,109.99,100.00,USD//C on xDai
2025-11-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfc5867e29a4af3b6be6f6613a69f2e56004f1794,RealToken Wrapped USD 01,2.59,2.36,USD//C on xDai
2025-11-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x46ab48c66a7ede1126ef780eb4be795abdc3bfb5,RealToken Wrapped USD 01,3.30,3.00,USD//C on xDai
2025-11-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaf58b6760539df0b97596640e64f34ab599c6335,RealToken Wrapped USD 01,255.76,232.50,USD//C on xDai
2025-11-24,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfc34bd5dd30830d6fb46e14ced99e8bc0e9bb1ab,RealToken Wrapped USD 01,7.05,6.41,USD//C on xDai
2025-11-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x008277d1c495ad548617014330a86bbf61fd8b3e,RealToken Wrapped USD 01,21.99,20.00,USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x7d1bec06421bb69fcfbd4a9863c0aa08e084cf74,RealToken Wrapped USD 01,"1,702.22","1,547.81",USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,20.17,18.34,USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5025ab6d4b86c2d4e4c27220f8fcf58dff846297,RealToken Wrapped USD 01,13.45,12.23,USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9b68690b7546f6a09ae086dd43129c503adf0ddb,RealToken Wrapped USD 01,3.32,3.02,USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xb5706912bf78987a3737a2e145ec173ed384ec68,RealToken Wrapped USD 01,84.40,76.74,USD//C on xDai
